pub_uid,record_uid,reference,subset,region,commonname,family,genus,alive,dead,hooks_per_set,hooks_between_floats,bait,hook,leader,studycat,soak_max (hours),branchline length (m)
21,21.066,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,39,9,2861,25.5,other,c,mono,observerEM,21.8,11.8
21,21.067,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,2,0,2861,25.5,other,c,mono,observerEM,21.8,11.8
21,21.068,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,11,5,2861,25.5,other,c,mono,observerEM,21.8,11.8
21,21.069,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,11,3,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.07,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,367,26,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.071,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,2,0,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.072,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,6,2,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.073,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,55,1,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.074,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,1,1,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.075,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,0,1,2149,29.6,other,c,other,observerEM,20.1,9.6
21,21.076,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye sand tiger shark,Odontaspididae,Odontaspis,4,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.077,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,1429,330,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.078,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,12866,585,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.079,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,cookie cutter shark,Dalatiidae,Isistius,1,1,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.08,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,384,50,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.081,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,galapagos shark,Carcharhinidae,Carcharhinus,4,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.082,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,giant manta ray,Mobulidae,Mobula,6,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.083,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,longfin mako shark,Lamnidae,Isurus,33,10,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.084,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,megamouth shark,Megachasmidae,Megachasma,1,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.085,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,286,79,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.086,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,886,211,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.087,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,19,26,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.088,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,1,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.089,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,sandbar shark,Carcharhinidae,Carcharhinus,9,3,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.09,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,scalloped hammerhead shark,Sphyrnidae,Sphyrna,2,2,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.091,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,605,196,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.092,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,263,71,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.093,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,15,17,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.094,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,tiger shark,Carcharhinidae,Galeocerdo,6,0,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.095,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,179,42,2703,25,other,c,wire,observerEM,21.5,12.3
21,21.096,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,17,3,1961,25,fish,other,wire,observerEM,19.4,14.8
21,21.097,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,0,5,1961,25,fish,other,wire,observerEM,19.4,14.8
21,21.098,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,5,0,1961,25,fish,other,wire,observerEM,19.4,14.8
21,21.099,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye sand tiger shark,Odontaspididae,Odontaspis,1,0,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.1,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,356,61,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.101,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bignose shark,Carcharhinidae,Carcharhinus,1,0,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.102,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,6156,350,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.103,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,thresher shark,Alopiidae,Alopias,10,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.104,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,cookie cutter shark,Dalatiidae,Isistius,6,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.105,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,86,23,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.106,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,galapagos shark,Carcharhinidae,Carcharhinus,4,2,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.107,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,grey reef shark,Carcharhinidae,Carcharhinus,2,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.108,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,longfin mako shark,Lamnidae,Isurus,6,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.109,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,172,48,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.11,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,446,286,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.111,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,22,2,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.112,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,0,2,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.113,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,sandbar shark,Carcharhinidae,Carcharhinus,7,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.114,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,scalloped hammerhead shark,Sphyrnidae,Sphyrna,1,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.115,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,78,14,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.116,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,136,28,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.117,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,4,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.118,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,tiger shark,Carcharhinidae,Galeocerdo,1,1,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.119,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,23,15,1899,27.3,fish,j,mono,observerEM,19.5,12
21,21.12,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,121,17,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.121,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,612,42,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.122,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,thresher shark,Alopiidae,Alopias,5,5,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.123,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,11,17,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.124,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,26,8,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.125,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,83,109,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.126,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,5,4,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.127,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,0,1,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.128,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,sandbar shark,Carcharhinidae,Carcharhinus,1,0,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.129,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,20,6,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.13,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,16,0,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.131,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,2,1,1762,27.3,fish,j,other,observerEM,18.9,11.7
21,21.132,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye sand tiger shark,Odontaspididae,Odontaspis,3,0,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.133,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,4702,1151,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.134,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bignose shark,Carcharhinidae,Carcharhinus,3,0,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.135,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blacktip shark,Carcharhinidae,Carcharhinus,5,4,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.136,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,76029,4020,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.137,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,thresher shark,Alopiidae,Alopias,20,6,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.138,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,cookie cutter shark,Dalatiidae,Isistius,8,4,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.139,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,756,247,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.14,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,dusky shark,Carcharhinidae,Carcharhinus,6,1,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.141,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,galapagos shark,Carcharhinidae,Carcharhinus,31,6,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.142,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,giant manta ray,Mobulidae,Mobula,4,1,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.143,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,grey reef shark,Carcharhinidae,Carcharhinus,8,1,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.144,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,longfin mako shark,Lamnidae,Isurus,91,30,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.145,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,1697,454,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.146,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,4227,2178,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.147,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,232,149,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.148,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,salmon shark,Lamnidae,Lamna,5,2,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.149,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,sandbar shark,Carcharhinidae,Carcharhinus,62,8,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.15,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,scalloped hammerhead shark,Sphyrnidae,Sphyrna,15,13,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.151,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,1535,244,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.152,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,1340,453,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.153,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,smooth hammerhead shark,Sphyrnidae,Sphyrna,14,5,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.154,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,tiger shark,Carcharhinidae,Galeocerdo,27,3,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.155,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,204,94,2035,26.7,fish,j,wire,observerEM,18.9,12.6
21,21.156,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,bigeye thresher shark,Alopiidae,Alopias,97,48,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.157,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,blue shark,Carcharhinidae,Prionace,1749,80,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.158,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,crocodile shark,Pseudocarchariidae,Pseudocarcharias,28,5,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.159,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,longfin mako shark,Lamnidae,Isurus,5,0,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.16,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,oceanic whitetip shark,Carcharhinidae,Carcharhinus,81,15,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.161,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic stingray,Dasyatidae,Pteroplatytrygon,103,69,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.162,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,pelagic thresher shark,Alopiidae,Alopias,15,4,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.163,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,shorfin mako shark,Lamnidae,Isurus,15,2,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.164,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,silky shark,Carcharhinidae,Carcharhinus,27,3,1907,27.6,other,j,mono,observerEM,19.6,11.7
21,21.165,"NMFS. 2021b. Hawaii Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.","y (hook, bait, leader)",po,velvet dogfish shark,Somniosidae,Scymnodon,6,1,1907,27.6,other,j,mono,observerEM,19.6,11.7
