order,genus,prm_05,prm_25,prm_50,prm_75,prm_95,avm_05,avm_25,avm_50,avm_75,avm_95,prm_pred,avm_pred,scientific_name,ventilation_method,median_depth,max_size_cm,habitat,reproductive_mode,ac,avm_mort,family,prm_mort,redlist_category,avm_gillnet_05,avm_gillnet_25,avm_gillnet_50,avm_gillnet_75,avm_gillnet_95,avm_gillnet_pred,avm_gillnet_mort
Hexanchiformes,Hexanchus,0.01619354838709677,0.11357333333333336,0.1984149894311185,0.429925,0.75,0,0.012,0.167,0.43373493975903615,0.7132352941176471,0.2893770087040009,0.21731770892230387,Hexanchus griseus,ram,1245,550,demersal,lecithotrophic viviparity,7.4946,NA,Hexanchidae,NA,NT,0.03282962470939887,0.1745071090047393,0.286,0.4736631578947368,0.687717700258398,0.3286023514091039,NA
Orectolobiformes,Ginglymostoma,0.04025641025641025,0.08,0.33,0.45,0.75,0,0,0.045,0.15,0.570007748553967,0.3346597110618276,0.1501025059519633,Ginglymostoma cirratum,stationary,65,308,pelagic,lecithotrophic viviparity,3.1785,NA,Ginglymostomatidae,NA,VU,0,0.03282962470939887,0.07232530120481928,0.2343746485311891,0.3596753645433615,0.1375725071726025,NA
Orectolobiformes,Ginglymostoma,0.04025641025641025,0.08,0.33,0.45,0.75,0,0.01151205673758865,0.0547513572204126,0.3418490887476269,0.8013927392739274,0.3346597110618276,0.1999663778805092,Ginglymostoma cirratum,ram,65,308,pelagic,lecithotrophic viviparity,3.1785,NA,Ginglymostomatidae,NA,VU,0,0.07232530120481928,0.286,0.38,0.66,0.2702402593385671,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.429925,0.429925,0.7139999999999999,0,0.0547513572204126,0.25518438627854423,0.5516212982351182,0.8013927392739274,0.37876318584878294,0.321751327633545,Carcharhinus melanopterus,ram,50,180,pelagic,matrotrophic viviparity,7.9127,NA,Carcharhinidae,NA,VU,0.03447368421052631,0.2836288659793815,0.38,0.4616290322580645,0.6927330891308238,0.3720611808428634,0.38
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.429925,0.429925,0.7139999999999999,0,0.0547513572204126,0.25518438627854423,0.5516212982351182,0.8013927392739274,0.37876318584878294,0.321751327633545,Carcharhinus melanopterus,ram,50,180,pelagic,matrotrophic viviparity,7.9127,NA,Carcharhinidae,NA,VU,0.03447368421052631,0.2836288659793815,0.38,0.4616290322580645,0.6927330891308238,0.3720611808428634,NA
Squatiniformes,Squatina,0.04025641025641025,0.08661956521739131,0.33,0.5,0.75,0,0.012,0.04987567861020629,0.39638068181818176,0.6541807789154745,0.3557691416815391,0.21089378829950883,Squatina tergocellatoides,stationary,200,100,demersal,lecithotrophic viviparity,10.32279231,NA,Squatinidae,NA,EN,0,0.03282962470939887,0.1745071090047393,0.556,0.928,0.275912104565575,NA
NA,Mustelus,0.01619354838709677,0.04025641025641025,0.33,0.5,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7132352941176471,0.33151484596102243,0.24933539965154636,Mustelus mustelus,ram,400,174.5,demersal,lecithotrophic viviparity,11.068,NA,Triakidae,NA,EN,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6005306952314661,NA
Lamniformes,Odontaspis,0.07653846153846153,0.11357333333333336,0.17383720930232557,0.2177977207977208,0.45,0,0.1111111111111111,0.33538379618251823,0.5516212982351182,0.8107934313833903,0.18313464162739448,0.3453863886029285,Odontaspis noronhai,ram,530,367,pelagic,matrotrophic viviparity,6.0088,NA,Odontaspididae,NA,LC,0.03447368421052631,0.1745071090047393,0.3596753645433615,0.4616290322580645,0.7880254777070065,0.33928280241624864,NA
Lamniformes,Carcharodon,0.01619354838709677,0.11357333333333336,0.17383720930232557,0.2639628482972136,0.45,0,0.15,0.33538379618251823,0.5516212982351182,0.8107934313833903,0.22815256423086375,0.3362113454167248,Carcharodon carcharias,ram,600,594.4,pelagic,matrotrophic viviparity,7.7326,NA,Lamnidae,NA,VU,0.03447368421052631,0.2836288659793815,0.44,0.556,0.7880254777070065,0.4001556148957595,0.44
Lamniformes,Carcharodon,0.01619354838709677,0.11357333333333336,0.17383720930232557,0.2639628482972136,0.45,0,0.15,0.33538379618251823,0.5516212982351182,0.8107934313833903,0.22815256423086375,0.3362113454167248,Carcharodon carcharias,ram,600,594.4,pelagic,matrotrophic viviparity,7.7326,NA,Lamnidae,NA,VU,0.03447368421052631,0.2836288659793815,0.44,0.556,0.7880254777070065,0.4001556148957595,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.17903225806451611,0.429925,0.7139999999999999,0,0.045,0.23183314794215792,0.526,0.851,0.29016949026934935,0.2686729432947304,Carcharhinus albimarginatus,ram,400,300,pelagic,matrotrophic viviparity,3.5185,NA,Carcharhinidae,NA,VU,0.03282962470939887,0.231657780533168,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3614298992927244,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11501923076923076,0.17903225806451611,0.429925,0.7139999999999999,0,0.045,0.23183314794215792,0.526,0.851,0.29016949026934935,0.2686729432947304,Carcharhinus albimarginatus,ram,400.5,300,pelagic,matrotrophic viviparity,3.5185,NA,Carcharhinidae,NA,VU,0.03282962470939887,0.231657780533168,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3614298992927244,NA
NA,Centrophorus,0.01619354838709677,0.04025641025641025,0.157,0.5,0.75,0,0.012,0.045,0.38488645458587656,0.5285393258426966,0.2737492723178183,0.1651760775644156,Centrophorus uyato,stationary,725,110,demersal,lecithotrophic viviparity,18.488,NA,Centrophoridae,NA,EN,0,0.0520896860986547,0.1745071090047393,0.5590753768844221,0.6927330891308238,0.2976651086291745,NA
Lamniformes,Carcharias,0.07653846153846153,0.11357333333333336,0.429925,0.7139999999999999,0.7139999999999999,0,0.23183314794215792,0.38488645458587656,0.6510726465364122,0.8107934313833903,0.3737814717295058,0.41000846691753345,Carcharias taurus,ram,116,325,pelagic,matrotrophic viviparity,9.0956,NA,Odontaspididae,NA,CR,0,0.2836288659793815,0.556,0.63,0.928,0.4650862837145958,NA
Hexanchiformes,Heptranchias,0.01619354838709677,0.08661956521739131,0.33,0.5,0.75,0,0.012,0.242,0.43373493975903615,0.6510726465364122,0.32392240953591495,0.230019120800364,Heptranchias perlo,ram,500,140,demersal,lecithotrophic viviparity,11.532,NA,Hexanchidae,NA,NT,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6188083464750155,NA
Carcharhiniformes,Carcharhinus,0.01619354838709677,0.07653846153846153,0.08661956521739131,0.429925,0.7139999999999999,0,0.06042702702702703,0.2655628283970689,0.5516212982351182,0.8013927392739274,0.23136689908612235,0.32470953339332853,Carcharhinus isodon,ram,10,200,demersal,matrotrophic viviparity,16.403,NA,Carcharhinidae,NA,NT,0.03447368421052631,0.556,0.5783898934259369,0.66,0.928,0.5689754594845486,NA
Carcharhiniformes,Sphyrna,0.07653846153846153,0.11357333333333336,0.429925,0.429925,0.7139999999999999,0,0,0.06042702702702703,0.38488645458587656,0.8018627738794006,0.35778986155983494,0.23085502324929896,Sphyrna tiburo,ram,45,150,pelagic,matrotrophic viviparity,4.199,NA,Sphyrnidae,NA,EN,0.03282962470939887,0.2836288659793815,0.3596753645433615,0.44,0.7880254777070065,0.34161758510256496,0.3596753645433615
Squaliformes,Squalus,0.04025641025641025,0.157,0.5,0.5,0.75,0,0.012,0.045,0.39638068181818176,0.5285393258426966,0.4564199091100071,0.19169303460854303,Squalus cubensis,stationary,370.5,110,demersal,lecithotrophic viviparity,7.737926667,NA,Squalidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Deania,0.04025641025641025,0.157,0.157,0.5,0.75,0,0.01187801418439716,0.045,0.38488645458587656,0.5285393258426966,0.3079699662236446,0.16645321428582494,Deania calceus,stationary,775,127,demersal,lecithotrophic viviparity,6.3057,NA,Centrophoridae,NA,NT,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.47777999999999626,0.17828342426372276,NA
Squaliformes,Dalatias,0.01619354838709677,0.04025641025641025,0.33,0.33,0.75,0,0.012,0.045,0.38488645458587656,0.5285393258426966,0.2856233028933192,0.15488221733518023,Dalatias licha,stationary,915.5,182,demersal,lecithotrophic viviparity,9.7975,NA,Dalatiidae,NA,VU,0,0.0520896860986547,0.1745071090047393,0.556,0.928,0.2998900464209435,NA
Squaliformes,Deania,0.04025641025641025,0.157,0.17383720930232557,0.5,0.75,0,0.01151205673758865,0.045,0.38488645458587656,0.5285393258426966,0.3298663413188411,0.16061469627808916,Deania profundorum,stationary,1002.5,97,demersal,lecithotrophic viviparity,6.0616,NA,Centrophoridae,NA,NT,0,0.03282962470939887,0.0908675981370592,0.231657780533168,0.4736631578947368,0.15163231334954308,NA
Squaliformes,Etmopterus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.04149999999999999,0.38488645458587656,0.5285393258426966,0.3794740950299477,0.15316680889879017,Etmopterus pusillus,stationary,560,50.2,demersal,lecithotrophic viviparity,8.4153,NA,Etmopteridae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Mustelus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.167,0.5285393258426966,0.851,0.3658330368835173,0.2854436126940951,Mustelus mosis,ram,135,150,demersal,lecithotrophic viviparity,5.461,NA,Triakidae,NA,NT,0.03118814347392902,0.1745071090047393,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3589148566685166,NA
Squatiniformes,Squatina,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.04987567861020629,0.39638068181818176,0.7132352941176471,0.3782349975165783,0.20910705519192196,Squatina africana,stationary,300,122,demersal,lecithotrophic viviparity,9.8045,NA,Squatinidae,NA,NT,0,0.0520896860986547,0.1745071090047393,0.556,0.928,0.3025169552132336,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11357333333333336,0.429925,0.5,0.7139999999999999,0,0.0547513572204126,0.26037360733780657,0.5516212982351182,0.8013927392739274,0.38019686239430794,0.3190069139999934,Carcharhinus dussumieri,ram,50,100.7,pelagic,matrotrophic viviparity,9.6066,NA,Carcharhinidae,NA,EN,0,0.08623202390399923,0.5590753768844221,0.66,0.928,0.48361626737023977,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.091875,0.429925,0.45,0.7139999999999999,0,0.23183314794215792,0.394562497946848,0.6510726465364122,0.8107934313833903,0.35870115058570945,0.4191342694124754,Carcharhinus tilstoni,ram,75,200,pelagic,matrotrophic viviparity,9.92492714,NA,Carcharhinidae,NA,LC,0.03447368421052631,0.4616290322580645,0.5783898934259369,0.66,0.928,0.5553546455073298,NA
NA,Ginglymostoma,0.04025641025641025,0.08,0.33,0.45,0.75,0,0.01151205673758865,0.0547513572204126,0.3418490887476269,0.8013927392739274,0.3346597110618276,0.1999663778805092,Ginglymostoma cirratum,ram,65,308,pelagic,lecithotrophic viviparity,3.1785,NA,Orectolobidae,NA,VU,0,0.07232530120481928,0.286,0.38,0.66,0.2702402593385671,NA
Hexanchiformes,Notorynchus,0.04025641025641025,0.08661956521739131,0.33,0.5,0.75,0,0.03448275862068965,0.167,0.4568012048192771,0.8013927392739274,0.3553329415044573,0.28161445104726673,Notorynchus cepedianus,ram,285,296,demersal,lecithotrophic viviparity,8.1187,NA,Hexanchidae,NA,VU,0.03282962470939887,0.1745071090047393,0.44,0.556,0.7880254777070065,0.385121876848772,0.4736631578947368
Squaliformes,Squalus,0.04025641025641025,0.157,0.5,0.5,0.75,0,0.012,0.045,0.39638068181818176,0.570007748553967,0.4155322781590842,0.1927063021874711,Squalus megalops,stationary,366,89,demersal,lecithotrophic viviparity,7.0687,NA,Squalidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.231657780533168,0.4736631578947368,0.14378013820680086,NA
Pristiophoriformes,Pristiophorus,0.04025641025641025,0.11501923076923076,0.17383720930232557,0.5,0.75,0,0.012,0.0547513572204126,0.43373493975903615,0.7258576759880875,0.34357977864941985,0.2188924979551743,Pristiophorus nudipinnis,stationary,82.5,124,demersal,lecithotrophic viviparity,6.0799,NA,Pristiophoridae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.3596753645433615,0.15587081274162431,0.2891955922865014
Pristiophoriformes,Pristiophorus,0.04025641025641025,0.157,0.33,0.75,0.75,0,0.012,0.045,0.39638068181818176,0.7132352941176471,0.39865889640144414,0.19189629520207988,Pristiophorus cirratus,stationary,335,149,demersal,lecithotrophic viviparity,5.7533,NA,Pristiophoridae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.4736631578947368,0.17224790663697068,0.231657780533168
Squatiniformes,Squatina,0.04025641025641025,0.157,0.429925,0.75,0.75,0,0.012,0.045,0.39638068181818176,0.570007748553967,0.4349681425809091,0.1942050331784139,Squatina australis,stationary,65,152,demersal,lecithotrophic viviparity,8.0911,NA,Squatinidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.4736631578947368,0.1535669019926333,0.2425252525252525
Heterodontiformes,Heterodontus,0.04025641025641025,0.07653846153846153,0.33,0.5,0.75,0,0.012,0.0547513572204126,0.4057192463033954,0.713667636728838,0.36444288285574405,0.2240915084655823,Heterodontus portusjacksoni,stationary,87.5,165,demersal,lecithotrophic oviparity,10.685,NA,Heterodontidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.556,0.928,0.26605796501574897,NA
NA,Mustelus,0.04025641025641025,0.04025641025641025,0.04025641025641025,0.157,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7218821463414634,0.18235867912122375,0.2928058035273347,Mustelus antarcticus,ram,175.5,185.2,demersal,lecithotrophic viviparity,16.442,NA,Triakidae,NA,LC,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6093215779085799,NA
Carcharhiniformes,Carcharhinus,0.07653846153846153,0.11357333333333336,0.429925,0.5,0.7139999999999999,0,0.0547513572204126,0.2655628283970689,0.5516212982351182,0.8013927392739274,0.38639404713718567,0.3152375977411492,Carcharhinus cautus,ram,10,150,pelagic,matrotrophic viviparity,9.92492714,NA,Carcharhinidae,NA,LC,0.05120888600424833,0.556,0.6179912280701754,0.66,0.928,0.5850631141874378,NA
NA,Pseudocarcharias,0.07653846153846153,0.11501923076923076,0.17903225806451611,0.429925,0.7139999999999999,0,0.1111111111111111,0.361244966442953,0.7132352941176471,0.851,0.2927402665609883,0.40681831439194954,Pseudocarcharias kamoharai,ram,295,122,pelagic,matrotrophic viviparity,5.2458,NA,Triakidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Hexanchus,0.01619354838709677,0.08,0.15884057971014495,0.33,0.75,0,0.09345794392523364,0.2655628283970689,0.5387743254998084,0.8013927392739274,0.21421038542484416,0.3279203145965261,Hexanchus griseus,ram,1245,550,demersal,matrotrophic viviparity,7.4946,NA,Hexanchidae,NA,NT,0.03447368421052631,0.1745071090047393,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3567119279248719,NA
NA,Hexanchus,0.01619354838709677,0.08661956521739131,0.11357333333333336,0.429925,0.75,0,0.23183314794215792,0.361244966442953,0.5516212982351182,0.8013927392739274,0.25813351681839014,0.37088840085486474,Hexanchus nakamurai,ram,351,177.8,demersal,matrotrophic viviparity,10.609,NA,Hexanchidae,NA,NT,NA,NA,NA,NA,NA,NA,NA
NA,Pseudotriakis,0.04025641025641025,0.157,0.17383720930232557,0.429925,0.75,0,0.012,0.167,0.4057192463033954,0.8107934313833903,0.28091489403648223,0.22165596379443891,Pseudotriakis microdon,ram,1265,296,pelagic,lecithotrophic viviparity,5.5776,NA,Triakidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,Orectolobus,0.04025641025641025,0.07653846153846153,0.157,0.5,0.75,0,0.01187801418439716,0.0547513572204126,0.39638068181818176,0.8107934313833903,0.3142336708279601,0.21439075142182312,Orectolobus halei,stationary,97.5,256,demersal,lecithotrophic oviparity,5.5714,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.0520896860986547,0.231657780533168,0.4622307385398976,0.12659161467027047,NA
NA,Orectolobus,0.04025641025641025,0.11501923076923076,0.29698142414860684,0.5,0.75,0,0.012,0.0547513572204126,0.43373493975903615,0.7132352941176471,0.3435470786085442,0.2157708330572489,Orectolobus maculatus,stationary,124,170,pelagic,lecithotrophic oviparity,6.4555,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.0520896860986547,0.231657780533168,0.4622307385398976,0.12731647655726103,NA
NA,Orectolobus,0.04025641025641025,0.157,0.429925,0.5,0.75,0,0,0.045,0.39638068181818176,0.6510726465364122,0.3588551176280048,0.18492894332969875,Orectolobus ornatus,stationary,52.5,110,pelagic,lecithotrophic oviparity,5.6825,NA,Orectolobidae,NA,LC,0,0,0.0520896860986547,0.231657780533168,0.3596753645433615,0.11981523760029304,NA
NA,Carcharias,0.07653846153846153,0.11357333333333336,0.429925,0.7139999999999999,0.7139999999999999,0,0.23183314794215792,0.38488645458587656,0.6510726465364122,0.8107934313833903,0.3737814717295058,0.41000846691753345,Carcharias taurus,ram,116,325,pelagic,matrotrophic viviparity,9.0956,NA,Lamnidae,NA,CR,0,0.2836288659793815,0.556,0.63,0.928,0.4650862837145958,NA
NA,Carcharhinus,0.07653846153846153,0.11357333333333336,0.429925,0.45,0.7139999999999999,0,0.0547513572204126,0.2655628283970689,0.5516212982351182,0.8013927392739274,0.3655567142211053,0.3197486935749298,Carcharhinus amboinensis,ram,50,280,pelagic,matrotrophic viviparity,9.92492714,NA,Carcharhinidae,NA,VU,0.03447368421052631,0.4616290322580645,0.5783898934259369,0.66,0.928,0.5586704058588614,NA
NA,Stegostoma,0.04025641025641025,0.04025641025641025,0.157,0.429925,0.7139999999999999,0,0.01151205673758865,0.045,0.39638068181818176,0.6510726465364122,0.2848898183844561,0.18689426002788684,Stegostoma tigrinum,stationary,45,250,pelagic,lecithotrophic viviparity,22.777,NA,Stegostomatidae,NA,EN,0,0.0476856856266226,0.1745071090047393,0.5639040060198008,0.687717700258398,0.30983222051999393,NA
Orectolobiformes,Orectolobus,0.04025641025641025,0.157,0.429925,0.5,0.75,0,0,0.045,0.39638068181818176,0.6510726465364122,0.3588551176280048,0.18131563727381392,Orectolobus ornatus,stationary,52.5,110,pelagic,lecithotrophic viviparity,5.6825,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.3596753645433615,0.13499271049483305,NA
NA,Nebrius,0.04025641025641025,0.07653846153846153,0.157,0.429925,0.7139999999999999,0,0.01151205673758865,0.045,0.39638068181818176,0.6510726465364122,0.28964332644895757,0.18689426002788684,Nebrius ferrugineus,stationary,35,320,pelagic,lecithotrophic viviparity,47.669,NA,Ginglymostomatidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.5590753768844221,0.687717700258398,0.30777920665465913,NA
NA,Mustelus,0.04025641025641025,0.04025641025641025,0.04025641025641025,0.157,0.75,0,0.03448275862068965,0.242,0.43373493975903615,0.7218821463414634,0.18235867912122375,0.2928058035273347,Mustelus antarcticus,ram,178,185.2,demersal,lecithotrophic viviparity,16.442,NA,Triakidae,NA,LC,0.0520896860986547,0.556,0.5783898934259369,0.687717700258398,0.928,0.6093215779085799,NA
NA,Loxodon,0.04025641025641025,0.07653846153846153,0.33,0.5,0.75,0,0.012,0.167,0.43373493975903615,0.7218821463414634,0.34920473462418783,0.2642470882678841,Loxodon macrorhinus,ram,63.5,99,demersal,lecithotrophic viviparity,11.559,NA,Carcharhinidae,NA,NT,0,0.07232530120481928,0.5590753768844221,0.66,0.928,0.4843127900951068,NA
Squaliformes,Squalus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.167,0.39638068181818176,0.6541807789154745,0.3361456167977577,0.2098234115565484,Squalus acanthias,ram,989,200,demersal,lecithotrophic viviparity,8.2153,NA,Squalidae,NA,VU,0.03282962470939887,0.1745071090047393,0.38,0.4736631578947368,0.7880254777070065,0.358878104150066,0.1745071090047393
Squaliformes,Squalus,0.04025641025641025,0.157,0.33,0.5,0.75,0,0.012,0.167,0.39638068181818176,0.6541807789154745,0.3361456167977577,0.2098234115565484,Squalus acanthias,ram,989,200,demersal,lecithotrophic viviparity,8.2153,NA,Squalidae,NA,VU,0.03282962470939887,0.1745071090047393,0.38,0.4736631578947368,0.7880254777070065,0.358878104150066,NA
Carcharhiniformes,Rhizoprionodon,0.01619354838709677,0.08661956521739131,0.157,0.429925,0.75,0,0.23183314794215792,0.38488645458587656,0.6510726465364122,0.8107934313833903,0.30757378690164366,0.42190469109923273,Rhizoprionodon terraenovae,ram,100.5,178,demersal,matrotrophic viviparity,6.7403,NA,Carcharhinidae,NA,LC,0.03282962470939887,0.2425252525252525,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3600876390386625,NA
NA,Sphyrna,0.07653846153846153,0.11357333333333336,0.429925,0.429925,0.7139999999999999,0,0,0.06042702702702703,0.38488645458587656,0.8018627738794006,0.35778986155983494,0.23085502324929896,Sphyrna tiburo,ram,45,150,pelagic,matrotrophic viviparity,4.199,NA,Carcharhinidae,NA,EN,0.03282962470939887,0.2836288659793815,0.3596753645433615,0.44,0.7880254777070065,0.34161758510256496,0.3596753645433615
NA,Mustelus,0.04025641025641025,0.08661956521739131,0.33,0.5,0.75,0,0.03448275862068965,0.19941657397107895,0.526,0.8013927392739274,0.3836917806494905,0.2811777872179579,Mustelus norrisi,ram,130,102,demersal,lecithotrophic viviparity,8.8886,NA,Triakidae,NA,NT,0,0,0.2425252525252525,0.6179912280701754,0.928,0.30750224066987975,0
Hexanchiformes,Chlamydoselachus,0.01619354838709677,0.08661956521739131,0.157,0.33,0.75,0,0.1111111111111111,0.30047331228979357,0.5516212982351182,0.8107934313833903,0.23034845508261964,0.33395009558582583,Chlamydoselachus anguineus,ram,785,200,demersal,matrotrophic viviparity,6.588,NA,Chlamydoselachidae,NA,LC,0.03447368421052631,0.1745071090047393,0.3596753645433615,0.4736631578947368,0.7880254777070065,0.3649837345473717,NA
Squaliformes,Dalatias,0.04025641025641025,0.04025641025641025,0.157,0.5,0.75,0,0.012,0.0547513572204126,0.39638068181818176,0.7132352941176471,0.3330681484228123,0.2126705276366656,Dalatias licha,stationary,95.5,182,demersal,lecithotrophic viviparity,9.7975,NA,Dalatiidae,NA,VU,0,0.03282962470939887,0.1745071090047393,0.556,0.928,0.28527691403115524,NA
NA,Galeus,0.04025641025641025,0.157,0.17383720930232557,0.5,0.75,0,0.01151205673758865,0.045,0.38488645458587656,0.5285393258426966,0.32842787978037946,0.16367075874745388,Galeus melastomus,stationary,1027.5,90,demersal,lecithotrophic oviparity,6.0236,NA,Pentanchidae,NA,LC,NA,NA,NA,NA,NA,NA,NA
Orectolobiformes,Orectolobus,0.04025641025641025,0.08,0.33,0.429925,0.75,0,0,0.045,0.39638068181818176,0.6510726465364122,0.3258390927972423,0.18131563727381392,Orectolobus ornatus,stationary,52.5,290,pelagic,lecithotrophic viviparity,5.6825,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2425252525252525,0.4736631578947368,0.15700327412740958,NA
Orectolobiformes,Orectolobus,0.04025641025641025,0.08,0.17903225806451611,0.45,0.75,0,0.012,0.0547513572204126,0.43373493975903615,0.713667636728838,0.3127116473591699,0.2124624895055864,Orectolobus maculatus,stationary,124,320,pelagic,lecithotrophic viviparity,6.4555,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.07232530120481928,0.231657780533168,0.4736631578947368,0.13915158955737708,NA
NA,Orectolobus,0.04025641025641025,0.07653846153846153,0.157,0.5,0.75,0,0.01187801418439716,0.045,0.39638068181818176,0.8107934313833903,0.3142336708279601,0.21092058650886433,Orectolobus halei,stationary,97.5,256,demersal,lecithotrophic viviparity,5.5714,NA,Orectolobidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.2343746485311891,0.4736631578947368,0.14255560196343606,NA
Heterodontiformes,Heterodontus,0.04025641025641025,0.04025641025641025,0.33,0.5,0.75,0,0.012,0.0547513572204126,0.39638068181818176,0.7132352941176471,0.34669520552056965,0.2202255012544808,Heterodontus portusjacksoni,stationary,137.5,165,demersal,lecithotrophic oviparity,10.685,NA,Heterodontidae,NA,LC,0,0.03282962470939887,0.1745071090047393,0.5590753768844221,0.928,0.2828252940024467,NA
Squaliformes,Squalus,0.04025641025641025,0.157,0.5,0.5,0.75,0,0.012,0.045,0.39638068181818176,0.5362677886196686,0.4380404615345199,0.1832041643700816,Squalus megalops,stationary,390,64,demersal,lecithotrophic viviparity,7.0687,NA,Squalidae,NA,LC,0,0.03282962470939887,0.0908675981370592,0.231657780533168,0.4736631578947368,0.14378013820680086,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dactylobatus clarkii,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somniosus pacificus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NT,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myliobatis goodei,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dipturus oregoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Etmopterus lucifer,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dipturus teevani,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Springeria folirostris,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rajella purpuriventralis,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dipturus olseni,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pteroplatytrygon violacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudobatos lentiginosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,VU,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squalus suckleyi,NA,NA,NA,NA,NA,NA,NA,NA,NA,LC,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Squatina occulta,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudobatos horkelii,NA,NA,NA,NA,NA,NA,NA,NA,NA,CR,NA,NA,NA,NA,NA,NA,NA
