scientific_name,msy_multiple_sim,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,absolute_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75,p_fmsy
Pentanchus profundicolus,1.5,0.06673576301903358,0.01300913596411533,80.50649999999997,0.05372662705491825,Low Mortality,0.012,0.04025641025641025,0.9611700006973798,0.012,0.157,0.394562497946848,0.04025641025641025,0.045,0.5,NA
Pentanchus profundicolus,1.5,0.06673576301903358,0.01300913596411533,80.50649999999997,0.05372662705491825,Median Mortality,0.157,0.045,0.8537987682807782,0.012,0.157,0.394562497946848,0.04025641025641025,0.045,0.5,NA
Pentanchus profundicolus,1.5,0.06673576301903358,0.01300913596411533,80.50649999999997,0.05372662705491825,High Mortality,0.394562497946848,0.5,0.47708211752908736,0.012,0.157,0.394562497946848,0.04025641025641025,0.045,0.5,NA
Pliotrema warreni,1.5,0.06673576301903358,0.02403488505130497,63.98499999999997,0.04270087796772862,Full Retention,1,1,0.25208233323956575,0.012,0.33,0.3877600113939529,0.157,0.045,0.5,NA
Pliotrema warreni,1.5,0.06673576301903358,0.02403488505130497,63.98499999999997,0.04270087796772862,Low Mortality,0.012,0.045,0.9576550008108208,0.012,0.33,0.3877600113939529,0.157,0.045,0.5,NA
Pliotrema warreni,1.5,0.06673576301903358,0.02403488505130497,63.98499999999997,0.04270087796772862,Median Mortality,0.33,0.045,0.729887803201496,0.012,0.33,0.3877600113939529,0.157,0.045,0.5,NA
Pliotrema warreni,1.5,0.06673576301903358,0.02403488505130497,63.98499999999997,0.04270087796772862,High Mortality,0.3877600113939529,0.5,0.47963108628668055,0.012,0.33,0.3877600113939529,0.157,0.045,0.5,NA
Poroderma africanum,1.5,0.08277426125416902,0.02981115019068895,63.985000000000035,0.052963111063480076,Full Retention,1,1,0.25068984071861034,0.01151205673758865,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Poroderma africanum,1.5,0.08277426125416902,0.02981115019068895,63.985000000000035,0.052963111063480076,Low Mortality,0.01151205673758865,0.045,0.9580044893705036,0.01151205673758865,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Poroderma africanum,1.5,0.08277426125416902,0.02981115019068895,63.985000000000035,0.052963111063480076,Median Mortality,0.33,0.045,0.7298875105776892,0.01151205673758865,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Poroderma africanum,1.5,0.08277426125416902,0.02981115019068895,63.985000000000035,0.052963111063480076,High Mortality,0.39638068181818176,0.5,0.4763623895215763,0.01151205673758865,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Poroderma pantherinum,1.5,0.0811285324105828,0.029748486858874656,63.33165906623238,0.05138004555170814,Full Retention,1,1,0.250772680009436,0.01187801418439716,0.33,0.39638068181818176,0.157,0.0547513572204126,0.5,NA
Poroderma pantherinum,1.5,0.0811285324105828,0.029748486858874656,63.33165906623238,0.05138004555170814,Low Mortality,0.01187801418439716,0.0547513572204126,0.9505157245142886,0.01187801418439716,0.33,0.39638068181818176,0.157,0.0547513572204126,0.5,NA
Poroderma pantherinum,1.5,0.0811285324105828,0.029748486858874656,63.33165906623238,0.05138004555170814,Median Mortality,0.33,0.0547513572204126,0.7249874599598166,0.01187801418439716,0.33,0.39638068181818176,0.157,0.0547513572204126,0.5,NA
Poroderma pantherinum,1.5,0.0811285324105828,0.029748486858874656,63.33165906623238,0.05138004555170814,High Mortality,0.39638068181818176,0.5,0.4763636577020129,0.01187801418439716,0.33,0.39638068181818176,0.157,0.0547513572204126,0.5,NA
Prionace glauca,1.5,0.3728700730887175,0.15873494939263252,57.428884523305655,0.21413512369608498,Full Retention,1,1,0.2500000000005062,0.15,0.17903225806451611,0.5516212982351182,0.11357333333333336,0.30047331228979357,0.2177977207977208,NA
Prionace glauca,1.5,0.3728700730887175,0.15873494939263252,57.428884523305655,0.21413512369608498,Low Mortality,0.15,0.11357333333333336,0.8150970000000001,0.15,0.17903225806451611,0.5516212982351182,0.11357333333333336,0.30047331228979357,0.2177977207977208,NA
Prionace glauca,1.5,0.3728700730887175,0.15873494939263252,57.428884523305655,0.21413512369608498,Median Mortality,0.17903225806451611,0.30047331228979357,0.6807166339247925,0.15,0.17903225806451611,0.5516212982351182,0.11357333333333336,0.30047331228979357,0.2177977207977208,NA
Prionace glauca,1.5,0.3728700730887175,0.15873494939263252,57.428884523305655,0.21413512369608498,High Mortality,0.5516212982351182,0.30047331228979357,0.4852396510640428,0.15,0.17903225806451611,0.5516212982351182,0.11357333333333336,0.30047331228979357,0.2177977207977208,NA
Pristiophorus cirratus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0.012,0.33,0.39638068181818176,0.157,0.045,0.75,NA
Pristiophorus cirratus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0.012,0.045,0.9576550000142752,0.012,0.33,0.39638068181818176,0.157,0.045,0.75,NA
Pristiophorus cirratus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0.012,0.33,0.39638068181818176,0.157,0.045,0.75,NA
Pristiophorus cirratus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.39638068181818176,0.75,0.3632548695732378,0.012,0.33,0.39638068181818176,0.157,0.045,0.75,NA
Pristiophorus delicatus,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Full Retention,1,1,0.250772680009436,0.01187801418439716,0.2177977207977208,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus delicatus,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Low Mortality,0.01187801418439716,0.045,0.9577423723546428,0.01187801418439716,0.2177977207977208,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus delicatus,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Median Mortality,0.2177977207977208,0.045,0.8102523842588334,0.01187801418439716,0.2177977207977208,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus delicatus,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,High Mortality,0.39638068181818176,0.5,0.4763636577020129,0.01187801418439716,0.2177977207977208,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus japonicus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0.01151205673758865,0.33,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus japonicus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0.01151205673758865,0.045,0.958004489375747,0.01151205673758865,0.33,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus japonicus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0.01151205673758865,0.33,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus japonicus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.38488645458587656,0.5,0.48067340007004267,0.01151205673758865,0.33,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus lanae,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0.01187801418439716,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus lanae,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0.01187801418439716,0.045,0.9577423723546428,0.01187801418439716,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus lanae,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0.01187801418439716,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus lanae,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.39638068181818176,0.5,0.4763636577020129,0.01187801418439716,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Pristiophorus nancyae,1.5,0.0811285324105828,0.02410203111954928,70.29154798761613,0.05702650129103351,Full Retention,1,1,0.250772680009436,0.01151205673758865,0.2639628482972136,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus nancyae,1.5,0.0811285324105828,0.02410203111954928,70.29154798761613,0.05702650129103351,Low Mortality,0.01151205673758865,0.045,0.958004489375747,0.01151205673758865,0.2639628482972136,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus nancyae,1.5,0.0811285324105828,0.02410203111954928,70.29154798761613,0.05702650129103351,Median Mortality,0.2639628482972136,0.045,0.7771866142623093,0.01151205673758865,0.2639628482972136,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus nancyae,1.5,0.0811285324105828,0.02410203111954928,70.29154798761613,0.05702650129103351,High Mortality,0.38488645458587656,0.5,0.48067340007004267,0.01151205673758865,0.2639628482972136,0.38488645458587656,0.157,0.045,0.5,NA
Pristiophorus nudipinnis,1.5,0.06351057749528352,0.013913309424259524,78.09292566219735,0.049597268071024,Full Retention,1,1,0.2526009206187856,0.012,0.17383720930232557,0.43373493975903615,0.11501923076923076,0.0547513572204126,0.5,NA
Pristiophorus nudipinnis,1.5,0.06351057749528352,0.013913309424259524,78.09292566219735,0.049597268071024,Low Mortality,0.012,0.0547513572204126,0.9504292469274946,0.012,0.17383720930232557,0.43373493975903615,0.11501923076923076,0.0547513572204126,0.5,NA
Pristiophorus nudipinnis,1.5,0.06351057749528352,0.013913309424259524,78.09292566219735,0.049597268071024,Median Mortality,0.17383720930232557,0.0547513572204126,0.835697003912361,0.012,0.17383720930232557,0.43373493975903615,0.11501923076923076,0.0547513572204126,0.5,NA
Pristiophorus nudipinnis,1.5,0.06351057749528352,0.013913309424259524,78.09292566219735,0.049597268071024,High Mortality,0.43373493975903615,0.5,0.46243451651811635,0.012,0.17383720930232557,0.43373493975903615,0.11501923076923076,0.0547513572204126,0.5,NA
Pseudocarcharias kamoharai,1.5,0.03478451079595132,0.01654360803367183,52.43972775492536,0.018240902762279493,Full Retention,1,1,0.26954470446451234,0.1111111111111111,0.17903225806451611,0.7132352941176471,0.11501923076923076,0.361244966442953,0.429925,NA
Pseudocarcharias kamoharai,1.5,0.03478451079595132,0.01654360803367183,52.43972775492536,0.018240902762279493,Low Mortality,0.1111111111111111,0.11501923076923076,0.840036282054266,0.1111111111111111,0.17903225806451611,0.7132352941176471,0.11501923076923076,0.361244966442953,0.429925,NA
Pseudocarcharias kamoharai,1.5,0.03478451079595132,0.01654360803367183,52.43972775492536,0.018240902762279493,Median Mortality,0.17903225806451611,0.361244966442953,0.6438442074091175,0.1111111111111111,0.17903225806451611,0.7132352941176471,0.11501923076923076,0.361244966442953,0.429925,NA
Pseudocarcharias kamoharai,1.5,0.03478451079595132,0.01654360803367183,52.43972775492536,0.018240902762279493,High Mortality,0.7132352941176471,0.429925,0.3799057799805493,0.1111111111111111,0.17903225806451611,0.7132352941176471,0.11501923076923076,0.361244966442953,0.429925,NA
Pseudotriakis microdon,1.5,0.0811285324105828,0.024282922010802822,70.06857971014493,0.05684561039977997,Full Retention,1,1,0.250772680009436,0.01187801418439716,0.15884057971014495,0.4057192463033954,0.157,0.167,0.33,NA
Pseudotriakis microdon,1.5,0.0811285324105828,0.024282922010802822,70.06857971014493,0.05684561039977997,Low Mortality,0.01187801418439716,0.157,0.8747401258090971,0.01187801418439716,0.15884057971014495,0.4057192463033954,0.157,0.167,0.33,NA
Pseudotriakis microdon,1.5,0.0811285324105828,0.024282922010802822,70.06857971014493,0.05684561039977997,Median Mortality,0.15884057971014495,0.167,0.7755143523793474,0.01187801418439716,0.15884057971014495,0.4057192463033954,0.157,0.167,0.33,NA
Pseudotriakis microdon,1.5,0.0811285324105828,0.024282922010802822,70.06857971014493,0.05684561039977997,High Mortality,0.4057192463033954,0.33,0.54862730827101,0.01187801418439716,0.15884057971014495,0.4057192463033954,0.157,0.167,0.33,NA
Rhizoprionodon acutus,1.5,0.07411682457513344,0.03568423308594831,51.85407187841052,0.03843259148918513,Full Retention,1,1,0.25125239757252343,0.15,0.157,0.6510726465364122,0.08661956521739131,0.38488645458587656,0.429925,NA
Rhizoprionodon acutus,1.5,0.07411682457513344,0.03568423308594831,51.85407187841052,0.03843259148918513,Low Mortality,0.15,0.08661956521739131,0.8322800324222805,0.15,0.157,0.6510726465364122,0.08661956521739131,0.38488645458587656,0.429925,NA
Rhizoprionodon acutus,1.5,0.07411682457513344,0.03568423308594831,51.85407187841052,0.03843259148918513,Median Mortality,0.157,0.38488645458587656,0.6389060558052017,0.15,0.157,0.6510726465364122,0.08661956521739131,0.38488645458587656,0.429925,NA
Rhizoprionodon acutus,1.5,0.07411682457513344,0.03568423308594831,51.85407187841052,0.03843259148918513,High Mortality,0.6510726465364122,0.429925,0.3992628066485501,0.15,0.157,0.6510726465364122,0.08661956521739131,0.38488645458587656,0.429925,NA
Rhizoprionodon lalandii,1.5,0.0811285324105828,0.04064324797991759,49.902646119337554,0.0404852844306652,Full Retention,1,1,0.250772680009436,0.05900810957537342,0.33,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon lalandii,1.5,0.0811285324105828,0.04064324797991759,49.902646119337554,0.0404852844306652,Low Mortality,0.05900810957537342,0.08661956521739131,0.8946126866511365,0.05900810957537342,0.33,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon lalandii,1.5,0.0811285324105828,0.04064324797991759,49.902646119337554,0.0404852844306652,Median Mortality,0.33,0.25518438627854423,0.624270051380824,0.05900810957537342,0.33,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon lalandii,1.5,0.0811285324105828,0.04064324797991759,49.902646119337554,0.0404852844306652,High Mortality,0.5516212982351182,0.5,0.4181653324964359,0.05900810957537342,0.33,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon longurio,1.5,0.0811285324105828,0.046681295810864186,42.46007609922591,0.03444723659971861,Full Retention,1,1,0.250772680009436,0.0547513572204126,0.429925,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon longurio,1.5,0.0811285324105828,0.046681295810864186,42.46007609922591,0.03444723659971861,Low Mortality,0.0547513572204126,0.08661956521739131,0.8975287123753272,0.0547513572204126,0.429925,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon longurio,1.5,0.0811285324105828,0.046681295810864186,42.46007609922591,0.03444723659971861,Median Mortality,0.429925,0.25518438627854423,0.5684513448330053,0.0547513572204126,0.429925,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon longurio,1.5,0.0811285324105828,0.046681295810864186,42.46007609922591,0.03444723659971861,High Mortality,0.5516212982351182,0.5,0.4181653324964359,0.0547513572204126,0.429925,0.5516212982351182,0.08661956521739131,0.25518438627854423,0.5,NA
Rhizoprionodon oligolinx,1.5,0.0811285324105828,0.03727263469896229,54.05730438912726,0.0438558977116205,Full Retention,1,1,0.250772680009436,0.06042702702702703,0.2639628482972136,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.45,NA
Rhizoprionodon oligolinx,1.5,0.0811285324105828,0.03727263469896229,54.05730438912726,0.0438558977116205,Low Mortality,0.06042702702702703,0.08661956521739131,0.893640678076665,0.06042702702702703,0.2639628482972136,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.45,NA
Rhizoprionodon oligolinx,1.5,0.0811285324105828,0.03727263469896229,54.05730438912726,0.0438558977116205,Median Mortality,0.2639628482972136,0.2655628283970689,0.6554298793478688,0.06042702702702703,0.2639628482972136,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.45,NA
Rhizoprionodon oligolinx,1.5,0.0811285324105828,0.03727263469896229,54.05730438912726,0.0438558977116205,High Mortality,0.5516212982351182,0.45,0.434972335615708,0.06042702702702703,0.2639628482972136,0.5516212982351182,0.08661956521739131,0.2655628283970689,0.45,NA
Rhizoprionodon porosus,1.5,0.0811285324105828,0.03937225863423919,51.4692827980908,0.041756273776343604,Full Retention,1,1,0.250772680009436,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.11501923076923076,0.3730657105144148,0.45,NA
Rhizoprionodon porosus,1.5,0.0811285324105828,0.03937225863423919,51.4692827980908,0.041756273776343604,Low Mortality,0.17903225806451611,0.11501923076923076,0.7949055005355327,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.11501923076923076,0.3730657105144148,0.45,NA
Rhizoprionodon porosus,1.5,0.0811285324105828,0.03937225863423919,51.4692827980908,0.041756273776343604,Median Mortality,0.17903225806451611,0.3730657105144148,0.6360197756920661,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.11501923076923076,0.3730657105144148,0.45,NA
Rhizoprionodon porosus,1.5,0.0811285324105828,0.03937225863423919,51.4692827980908,0.041756273776343604,High Mortality,0.6510726465364122,0.45,0.39397199587180787,0.23183314794215792,0.17903225806451611,0.6510726465364122,0.11501923076923076,0.3730657105144148,0.45,NA
Rhizoprionodon taylori,1.5,0.3746675473682105,0.23271310148446758,37.88810823912511,0.14195444588374292,Full Retention,1,1,0.25000000000044104,0.06042702702702703,0.429925,0.5516212982351182,0.157,0.33538379618251823,0.45,NA
Rhizoprionodon taylori,1.5,0.3746675473682105,0.23271310148446758,37.88810823912511,0.14195444588374292,Low Mortality,0.06042702702702703,0.157,0.8440450121621623,0.06042702702702703,0.429925,0.5516212982351182,0.157,0.33538379618251823,0.45,NA
Rhizoprionodon taylori,1.5,0.3746675473682105,0.23271310148446758,37.88810823912511,0.14195444588374292,Median Mortality,0.429925,0.33538379618251823,0.5341608117934383,0.06042702702702703,0.429925,0.5516212982351182,0.157,0.33538379618251823,0.45,NA
Rhizoprionodon taylori,1.5,0.3746675473682105,0.23271310148446758,37.88810823912511,0.14195444588374292,High Mortality,0.5516212982351182,0.45,0.434956214478014,0.06042702702702703,0.429925,0.5516212982351182,0.157,0.33538379618251823,0.45,NA
Rhizoprionodon terraenovae,1.5,0.23216899374076305,0.10715284115485872,53.84704932885903,0.12501615258590432,Full Retention,1,1,0.25000001810627415,0.23183314794215792,0.157,0.6510726465364122,0.08661956521739131,0.361244966442953,0.45,NA
Rhizoprionodon terraenovae,1.5,0.23216899374076305,0.10715284115485872,53.84704932885903,0.12501615258590432,Low Mortality,0.157,0.08661956521739131,0.8274847798913046,0.23183314794215792,0.157,0.6510726465364122,0.08661956521739131,0.361244966442953,0.45,NA
Rhizoprionodon terraenovae,1.5,0.23216899374076305,0.10715284115485872,53.84704932885903,0.12501615258590432,Median Mortality,0.157,0.361244966442953,0.6538528699664432,0.23183314794215792,0.157,0.6510726465364122,0.08661956521739131,0.361244966442953,0.45,NA
Rhizoprionodon terraenovae,1.5,0.23216899374076305,0.10715284115485872,53.84704932885903,0.12501615258590432,High Mortality,0.6510726465364122,0.45,0.39393253330493005,0.23183314794215792,0.157,0.6510726465364122,0.08661956521739131,0.361244966442953,0.45,NA
Schroederichthys saurisqualus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0.012,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Schroederichthys saurisqualus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0.012,0.045,0.9576550000142752,0.012,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Schroederichthys saurisqualus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0.012,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Schroederichthys saurisqualus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.39638068181818176,0.5,0.4763636577020129,0.012,0.33,0.39638068181818176,0.157,0.045,0.5,NA
Scyliorhinus boa,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0.012,0.33,0.38730546542611943,0.157,0.045,0.5,NA
Scyliorhinus boa,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0.012,0.045,0.9576550000142752,0.012,0.33,0.38730546542611943,0.157,0.045,0.5,NA
Scyliorhinus boa,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0.012,0.33,0.38730546542611943,0.157,0.045,0.5,NA
Scyliorhinus boa,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.38730546542611943,0.5,0.479766391134704,0.012,0.33,0.38730546542611943,0.157,0.045,0.5,NA
Scyliorhinus canicula,1.5,0.3396902248020769,0.17748814245908506,47.75000000000003,0.16220208234299183,Full Retention,1,1,0.2500000000063226,0.012,0.5,0.39638068181818176,0.157,0.045,0.5,NA
Scyliorhinus canicula,1.5,0.3396902248020769,0.17748814245908506,47.75000000000003,0.16220208234299183,Low Mortality,0.012,0.045,0.957655,0.012,0.5,0.39638068181818176,0.157,0.045,0.5,NA
Scyliorhinus canicula,1.5,0.3396902248020769,0.17748814245908506,47.75000000000003,0.16220208234299183,Median Mortality,0.5,0.045,0.608125,0.012,0.5,0.39638068181818176,0.157,0.045,0.5,NA
Scyliorhinus canicula,1.5,0.3396902248020769,0.17748814245908506,47.75000000000003,0.16220208234299183,High Mortality,0.5,0.5,0.43750000000000006,0.012,0.5,0.39638068181818176,0.157,0.045,0.5,NA
Scyliorhinus haeckelii,1.5,0.0811285324105828,0.04258743650960525,47.506216069489824,0.03854109590097754,Full Retention,1,1,0.250772680009436,0.012,0.5,0.39638068181818176,0.157,0.04987567861020629,0.5,NA
Scyliorhinus haeckelii,1.5,0.0811285324105828,0.04258743650960525,47.506216069489824,0.03854109590097754,Low Mortality,0.012,0.04987567861020629,0.9540421221666634,0.012,0.5,0.39638068181818176,0.157,0.04987567861020629,0.5,NA
Scyliorhinus haeckelii,1.5,0.0811285324105828,0.04258743650960525,47.506216069489824,0.03854109590097754,Median Mortality,0.5,0.04987567861020629,0.6062969367116045,0.012,0.5,0.39638068181818176,0.157,0.04987567861020629,0.5,NA
Scyliorhinus haeckelii,1.5,0.0811285324105828,0.04258743650960525,47.506216069489824,0.03854109590097754,High Mortality,0.5,0.5,0.43751524144682,0.012,0.5,0.39638068181818176,0.157,0.04987567861020629,0.5,NA
Scyliorhinus torazame,1.5,0.0811285324105828,0.016481698977612636,79.68446058631933,0.06464683343297016,Full Retention,1,1,0.250772680009436,0.012,0.157,0.43373493975903615,0.04025641025641025,0.0547513572204126,0.45,NA
Scyliorhinus torazame,1.5,0.0811285324105828,0.016481698977612636,79.68446058631933,0.06464683343297016,Low Mortality,0.012,0.04025641025641025,0.9611700000120796,0.012,0.157,0.43373493975903615,0.04025641025641025,0.0547513572204126,0.45,NA
Scyliorhinus torazame,1.5,0.0811285324105828,0.016481698977612636,79.68446058631933,0.06464683343297016,Median Mortality,0.157,0.0547513572204126,0.847633455017452,0.012,0.157,0.43373493975903615,0.04025641025641025,0.0547513572204126,0.45,NA
Scyliorhinus torazame,1.5,0.0811285324105828,0.016481698977612636,79.68446058631933,0.06464683343297016,High Mortality,0.43373493975903615,0.45,0.48358978753048054,0.012,0.157,0.43373493975903615,0.04025641025641025,0.0547513572204126,0.45,NA
Scymnodalatias albicauda,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Full Retention,1,1,0.250772680009436,0,0.2177977207977208,0.2577789968081754,0.157,0.045,0.5,NA
Scymnodalatias albicauda,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Low Mortality,0,0.157,0.8822500002199805,0,0.2177977207977208,0.2577789968081754,0.157,0.045,0.5,NA
Scymnodalatias albicauda,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,Median Mortality,0.2177977207977208,0.045,0.8102523842588334,0,0.2177977207977208,0.2577789968081754,0.157,0.045,0.5,NA
Scymnodalatias albicauda,1.5,0.0811285324105828,0.020525260983884124,74.70031766381773,0.06060327142669867,High Mortality,0.2577789968081754,0.5,0.5283348421027197,0,0.2177977207977208,0.2577789968081754,0.157,0.045,0.5,NA
Scymnodon ringens,1.5,0.0811285324105828,0.017119299532417927,78.89854651162801,0.06400923287816487,Full Retention,1,1,0.250772680009436,0,0.17383720930232557,0.18320828698553948,0.157,0.045,0.5,NA
Scymnodon ringens,1.5,0.0811285324105828,0.017119299532417927,78.89854651162801,0.06400923287816487,Low Mortality,0,0.157,0.8822500002199805,0,0.17383720930232557,0.18320828698553948,0.157,0.045,0.5,NA
Scymnodon ringens,1.5,0.0811285324105828,0.017119299532417927,78.89854651162801,0.06400923287816487,Median Mortality,0.17383720930232557,0.045,0.8417390995721981,0,0.17383720930232557,0.18320828698553948,0.157,0.045,0.5,NA
Scymnodon ringens,1.5,0.0811285324105828,0.017119299532417927,78.89854651162801,0.06400923287816487,High Mortality,0.18320828698553948,0.5,0.5562979208805545,0,0.17383720930232557,0.18320828698553948,0.157,0.045,0.5,NA
Somniosus antarcticus,1.5,0.0811285324105828,0.015814790465456953,80.50650000000002,0.06531374194512585,Full Retention,1,1,0.250772680009436,0,0.157,0.18320828698553948,0.11357333333333336,0.045,0.33,NA
Somniosus antarcticus,1.5,0.0811285324105828,0.015814790465456953,80.50650000000002,0.06531374194512585,Low Mortality,0,0.11357333333333336,0.9148200000761626,0,0.157,0.18320828698553948,0.11357333333333336,0.045,0.33,NA
Somniosus antarcticus,1.5,0.0811285324105828,0.015814790465456953,80.50650000000002,0.06531374194512585,Median Mortality,0.157,0.045,0.8537987505181159,0,0.157,0.18320828698553948,0.11357333333333336,0.045,0.33,NA
Somniosus antarcticus,1.5,0.0811285324105828,0.015814790465456953,80.50650000000002,0.06531374194512585,High Mortality,0.18320828698553948,0.33,0.660437921078793,0,0.157,0.18320828698553948,0.11357333333333336,0.045,0.33,NA
Somniosus longus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Full Retention,1,1,0.250772680009436,0,0.33,0.18320828698553948,0.157,0.045,0.5,NA
Somniosus longus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Low Mortality,0,0.157,0.8822500002199805,0,0.33,0.18320828698553948,0.157,0.045,0.5,NA
Somniosus longus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,Median Mortality,0.33,0.045,0.7298875149646696,0,0.33,0.18320828698553948,0.157,0.045,0.5,NA
Somniosus longus,1.5,0.0811285324105828,0.029218440947671384,63.985000000000014,0.05191009146291141,High Mortality,0.33,0.5,0.50125365310913494,0,0.33,0.18320828698553948,0.157,0.045,0.5,NA
Somniosus microcephalus,1.5,0.0811285324105828,0.01595739443724554,80.33072463768124,0.06517113797333725,Full Retention,1,1,0.250772680009436,0,0.15884057971014495,0.18320828698553948,0.08661956521739131,0.045,0.33,NA
Somniosus microcephalus,1.5,0.0811285324105828,0.01595739443724554,80.33072463768124,0.06517113797333725,Low Mortality,0,0.08661956521739131,0.9350353261236464,0,0.15884057971014495,0.18320828698553948,0.08661956521739131,0.045,0.33,NA
Somniosus microcephalus,1.5,0.0811285324105828,0.01595739443724554,80.33072463768124,0.06517113797333725,Median Mortality,0.15884057971014495,0.045,0.8524804353210956,0,0.15884057971014495,0.18320828698553948,0.08661956521739131,0.045,0.33,NA
